customer,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,state,total_claim_amount,vehicle_class
FT86104,4650.063763,College,M,28215.0,65.0,0.0,Corporate Auto,California,468.0,Two-Door Car
GV39658,13523.12989,College,F,10563.0,121.0,0.0,Corporate Auto,Arizona,109.814874,SUV
GB66110,4422.409799,Bachelor,M,0.0,62.0,0.0,Personal Auto,California,722.432062,Two-Door Car
VD51297,7320.98824,College,M,99722.0,61.0,0.0,Personal Auto,California,292.8,Four-Door Car
EP29567,7031.463693,Master,M,16224.0,93.0,0.0,Corporate Auto,Washington,498.452698,Four-Door Car
PE59368,5123.484988,Bachelor,F,72096.0,64.0,0.0,Personal Auto,Washington,252.330905,Two-Door Car
DQ50538,9050.756606,Bachelor,M,63800.0,113.0,0.0,Personal Auto,Nevada,542.4,SUV
WP58340,10963.95723,High School or Below,M,55687.0,276.0,0.0,Personal Auto,Arizona,1324.8,Luxury
TM23788,6039.020697,High School or Below,M,0.0,89.0,1.0,Personal Auto,California,640.8,Four-Door Car
UF44021,2108.493744,Bachelor,M,0.0,61.0,0.0,Personal Auto,California,351.85681,Two-Door Car
WB96917,9875.092794,College,M,29598.0,87.0,0.0,Personal Auto,California,150.926696,Two-Door Car
MN95006,6928.601611,Bachelor,M,22907.0,180.0,2.0,Personal Auto,California,49.18776,Luxury
NP60037,14318.44839,Bachelor,M,22697.0,186.0,1.0,Corporate Auto,Oregon,892.8,Luxury
NQ71171,5107.071054,Bachelor,M,70174.0,64.0,0.0,Personal Auto,California,128.90032,Four-Door Car
SM58898,17223.89108,High School or Below,F,85378.0,107.0,0.0,Corporate Auto,California,513.6,SUV
FN98595,7516.831717,High School or Below,F,31477.0,94.0,0.0,Special Auto,Nevada,146.950756,Four-Door Car
TW94555,5389.499465,College,M,66429.0,136.0,0.0,Personal Auto,Nevada,57.712985,Luxury
XW60886,6275.155361,High School or Below,M,0.0,90.0,0.0,Personal Auto,California,900.242038,Four-Door Car
IE84844,4722.237214,High School or Below,F,0.0,65.0,0.0,Personal Auto,Nevada,655.489027,Four-Door Car
HY76810,6282.317743,Bachelor,F,0.0,172.0,0.0,Corporate Auto,Oregon,141.460349,SUV
JL41129,7986.191274,Bachelor,M,74217.0,100.0,0.0,Personal Auto,California,418.005524,SUV
OQ41280,6503.219978,High School or Below,M,46298.0,88.0,3.0,Corporate Auto,Nevada,128.292466,Four-Door Car
AP65984,4881.753428,College,F,0.0,135.0,0.0,Personal Auto,Oregon,648.0,SUV
EE99484,2514.59196,High School or Below,F,43860.0,65.0,0.0,Corporate Auto,Washington,156.124914,Four-Door Car
XM39121,7955.442668,College,F,0.0,69.0,0.0,Personal Auto,Arizona,331.2,Four-Door Car
DK49336,4809.21696,College,M,48029.0,61.0,0.0,Corporate Auto,Arizona,292.8,Four-Door Car
HB43486,9696.548818,College,F,86830.0,123.0,0.0,Personal Auto,Washington,480.533246,SUV
KB15252,8709.321889,College,F,0.0,77.0,0.0,Personal Auto,Arizona,509.100577,Two-Door Car
BN83547,2858.452328,High School or Below,F,40706.0,71.0,0.0,Personal Auto,Nevada,166.123172,Four-Door Car
MC55901,5233.949019,High School or Below,F,69231.0,65.0,0.0,Personal Auto,California,193.243084,Four-Door Car
PZ98142,13494.76017,College,F,0.0,132.0,0.0,Personal Auto,Arizona,950.4,SUV
GB43363,6870.607058,College,M,0.0,105.0,0.0,Personal Auto,Oregon,756.0,Four-Door Car
TH67541,5652.72374,High School or Below,F,16171.0,74.0,0.0,Corporate Auto,Arizona,311.004168,Four-Door Car
WC21901,2345.262087,College,M,51397.0,61.0,0.0,Personal Auto,Arizona,292.8,Four-Door Car
CL38124,19688.31898,Bachelor,F,83879.0,69.0,0.0,Personal Auto,Oregon,212.148485,Four-Door Car
XH89851,7247.206475,College,F,63267.0,92.0,0.0,Personal Auto,California,530.340202,Four-Door Car
KA58700,6085.304178,College,M,44712.0,82.0,2.0,Corporate Auto,Nevada,537.78416,Four-Door Car
ZB40259,5480.070226,Doctor,M,59311.0,69.0,0.0,Corporate Auto,California,14.812808,Four-Door Car
JV63229,6876.309925,Bachelor,M,81957.0,86.0,0.0,Personal Auto,Arizona,433.426544,Four-Door Car
SI31035,5368.887709,Doctor,M,59601.0,67.0,0.0,Personal Auto,Arizona,321.6,Four-Door Car
JW30054,8283.066678,High School or Below,M,71034.0,103.0,0.0,Corporate Auto,Oregon,494.4,Four-Door Car
AP56340,5384.671725,Bachelor,M,13103.0,72.0,0.0,Personal Auto,Washington,458.003651,Four-Door Car
FN44127,3508.569533,College,M,20978.0,98.0,1.0,Personal Auto,Oregon,1176.2788,Four-Door Car
QE79527,8427.172486,Bachelor,F,46503.0,215.0,1.0,Personal Auto,California,1032.0,Luxury
UP36767,4553.809528,College,M,61064.0,113.0,0.0,Personal Auto,California,539.774172,SUV
PG43749,4318.433036,College,F,17572.0,110.0,0.0,Personal Auto,Oregon,639.769748,Two-Door Car
LL96228,14091.19449,Master,M,99823.0,116.0,0.0,Corporate Auto,Oregon,250.183388,SUV
OV40993,8693.631249,College,F,17453.0,118.0,1.0,Personal Auto,Nevada,566.4,SUV
MA80983,6661.181553,College,M,55663.0,166.0,0.0,Personal Auto,Oregon,194.739777,SUV
SA54664,2654.380994,Master,M,73196.0,66.0,1.0,Personal Auto,Washington,85.809817,Four-Door Car
TW12556,4428.031583,High School or Below,F,58577.0,110.0,0.0,Personal Auto,Oregon,303.872752,SUV
TC88451,5738.277584,High School or Below,F,88055.0,71.0,0.0,Personal Auto,Nevada,337.727542,Four-Door Car
BL93659,5815.049178,Bachelor,M,0.0,80.0,0.0,Personal Auto,California,384.0,Four-Door Car
SI20178,4425.905071,High School or Below,M,80892.0,110.0,0.0,Personal Auto,California,528.0,SUV
KC50464,2574.020376,Master,F,34990.0,65.0,0.0,Corporate Auto,Arizona,42.689135,Four-Door Car
HG64216,2832.513487,College,M,37124.0,72.0,0.0,Personal Auto,California,430.518791,Two-Door Car
XM91056,4876.315707,High School or Below,F,22236.0,62.0,0.0,Personal Auto,California,409.425049,Two-Door Car
KN13494,5181.620895,Master,F,97131.0,64.0,0.0,Personal Auto,Washington,307.2,Four-Door Car
OC47565,5947.215835,College,F,67760.0,74.0,0.0,Special Auto,Oregon,465.278453,Four-Door Car
HH14259,2563.863345,Bachelor,F,0.0,69.0,0.0,Personal Auto,Arizona,97.691104,Four-Door Car
QF66741,15144.40954,College,M,0.0,62.0,1.0,Personal Auto,Nevada,307.649586,Two-Door Car
LY46898,5558.304507,High School or Below,M,37473.0,70.0,0.0,Corporate Auto,California,336.0,Four-Door Car
MK73855,8109.364607,High School or Below,F,32314.0,68.0,0.0,Personal Auto,Washington,326.4,Four-Door Car
HU82227,15638.57599,College,M,49214.0,102.0,3.0,Corporate Auto,Arizona,371.322406,Four-Door Car
FF75737,8334.317162,High School or Below,F,49851.0,69.0,1.0,Personal Auto,Oregon,331.2,Four-Door Car
KJ50265,10418.31143,High School or Below,M,27951.0,91.0,0.0,Personal Auto,Washington,436.8,Four-Door Car
OQ82364,6846.150323,Bachelor,F,0.0,95.0,0.0,Corporate Auto,Nevada,456.0,Two-Door Car
SO47345,9403.875138,Master,F,56410.0,117.0,0.0,Personal Auto,Arizona,523.99823,SUV
JN51592,16985.49688,Bachelor,F,22497.0,212.0,0.0,Special Auto,Arizona,1017.6,Luxury
FH36069,21101.21422,College,F,61347.0,106.0,0.0,Personal Auto,Arizona,604.237801,SUV
ZW32080,2914.955295,Bachelor,F,37803.0,74.0,0.0,Personal Auto,Nevada,355.2,Four-Door Car
ZH98656,8593.866533,Master,F,91276.0,105.0,0.0,Personal Auto,Nevada,504.0,SUV
GZ31904,6861.745956,College,M,30816.0,87.0,0.0,Personal Auto,Oregon,237.57033,Two-Door Car
PN47493,2680.900678,College,F,41968.0,67.0,0.0,Corporate Auto,Oregon,183.207703,Four-Door Car
CX18273,15797.98978,Master,M,35754.0,199.0,0.0,Personal Auto,Arizona,612.973779,Luxury
IG80173,2863.312165,Master,F,36706.0,71.0,0.0,Personal Auto,California,435.606086,Four-Door Car
JG76775,30061.69259,High School or Below,M,48258.0,249.0,0.0,Personal Auto,Washington,1195.2,Luxury
JR82641,10682.7619,Master,M,52965.0,134.0,3.0,Personal Auto,Arizona,83.815183,SUV
NW41789,2746.90319,Bachelor,M,0.0,84.0,0.0,Personal Auto,Oregon,604.8,Four-Door Car
VG74039,2388.949198,Bachelor,F,0.0,65.0,0.0,Personal Auto,Oregon,455.644704,Four-Door Car
DV27428,13776.74135,High School or Below,M,62634.0,116.0,0.0,Personal Auto,Oregon,122.017931,SUV
AN57220,17263.64048,Bachelor,F,96917.0,61.0,0.0,Special Auto,Oregon,71.942176,Four-Door Car
VD62056,4669.22664,High School or Below,F,76157.0,116.0,0.0,Personal Auto,Arizona,556.8,Two-Door Car
AH92481,4673.196379,College,F,53219.0,117.0,0.0,Corporate Auto,California,561.6,SUV
LX97765,4347.591949,College,F,81412.0,109.0,0.0,Personal Auto,Arizona,344.294164,Two-Door Car
JP82211,33873.18123,College,F,59744.0,105.0,0.0,Personal Auto,California,476.486416,SUV
SI88726,9100.787395,College,F,38898.0,117.0,0.0,Corporate Auto,California,561.6,SUV
MG46007,6358.251692,High School or Below,M,0.0,94.0,2.0,Personal Auto,California,17.938979,Four-Door Car
GL69461,2628.468543,College,F,99961.0,66.0,2.0,Personal Auto,Oregon,316.8,Four-Door Car
RA63927,7193.101159,High School or Below,M,30886.0,91.0,0.0,Personal Auto,Oregon,103.424766,Two-Door Car
UE76013,5039.869278,Master,F,35984.0,128.0,3.0,Personal Auto,Washington,275.577631,SUV
RI35792,3962.825542,College,F,0.0,125.0,4.0,Personal Auto,Nevada,539.5622,SUV
WL63802,6425.709981,High School or Below,M,0.0,181.0,0.0,Personal Auto,California,1303.2,Luxury
KZ29413,15672.69696,Master,M,0.0,139.0,0.0,Personal Auto,Oregon,667.2,SUV
SN23932,3237.996209,Master,M,60244.0,83.0,3.0,Personal Auto,Arizona,326.281835,Four-Door Car
YW26148,12992.27561,High School or Below,F,0.0,72.0,0.0,Personal Auto,California,518.4,Four-Door Car
LS51818,22217.96796,College,F,37553.0,187.0,0.0,Personal Auto,California,897.6,Luxury
ZG47195,4931.258363,College,M,0.0,73.0,0.0,Personal Auto,Nevada,525.6,Four-Door Car
No50634,4330.38602,College,M,60475.0,107.0,0.0,Personal Auto,Oregon,513.6,Four-Door Car
GC42314,8296.176276,Doctor,M,0.0,111.0,0.0,Personal Auto,Arizona,672.91665,SUV
SD77009,8334.359986,College,M,0.0,136.0,2.0,Personal Auto,California,979.2,SUV
OW85480,5348.071007,Master,M,25545.0,69.0,0.0,Personal Auto,California,331.2,Four-Door Car
SW93780,2398.740007,Master,M,24182.0,66.0,0.0,Personal Auto,Arizona,316.8,Four-Door Car
ZW51071,6622.05254,High School or Below,F,80979.0,84.0,2.0,Personal Auto,Oregon,25.961213,Four-Door Car
CK74127,4155.946211,Bachelor,M,0.0,62.0,0.0,Corporate Auto,Arizona,446.4,Four-Door Car
KM52241,8430.059143,High School or Below,F,0.0,74.0,0.0,Personal Auto,Arizona,47.502366,Four-Door Car
PE66545,2545.518369,Bachelor,M,29250.0,64.0,0.0,Personal Auto,Oregon,308.240792,Two-Door Car
GG70928,5004.583872,Master,F,33566.0,63.0,1.0,Personal Auto,California,205.043307,Four-Door Car
GI36262,2899.702858,College,F,65247.0,72.0,0.0,Corporate Auto,Washington,381.238176,Four-Door Car
MH85165,6767.806751,High School or Below,M,39650.0,86.0,0.0,Personal Auto,California,922.335972,Four-Door Car
AM26717,3123.080994,Bachelor,M,0.0,101.0,4.0,Personal Auto,California,960.115399,SUV
CV90092,8184.691323,College,M,82680.0,68.0,0.0,Corporate Auto,Oregon,326.4,Four-Door Car
CL70684,7636.279594,High School or Below,M,0.0,111.0,0.0,Corporate Auto,California,799.2,Two-Door Car
GK13851,9227.567263,College,M,0.0,129.0,0.0,Personal Auto,Oregon,619.2,SUV
TQ73726,7587.337272,Bachelor,M,0.0,69.0,0.0,Personal Auto,Oregon,460.741097,Two-Door Car
RW65977,2191.133237,College,M,0.0,61.0,1.0,Special Auto,Arizona,439.2,Four-Door Car
EY74093,5004.135361,High School or Below,M,86834.0,64.0,0.0,Corporate Auto,Nevada,0.099007,Four-Door Car
YG11074,4794.931261,Bachelor,F,46143.0,122.0,0.0,Personal Auto,Arizona,223.028356,SUV
HW65139,26730.06042,Doctor,M,21275.0,240.0,0.0,Personal Auto,California,1152.0,Luxury
BT49333,4260.765808,High School or Below,M,47746.0,106.0,0.0,Personal Auto,Arizona,246.696768,SUV
KN78424,15477.27854,College,M,51675.0,196.0,0.0,Corporate Auto,California,940.8,Luxury
TH68648,5126.836814,College,M,85522.0,64.0,0.0,Personal Auto,California,165.002742,Four-Door Car
GZ22403,4068.092649,High School or Below,M,0.0,63.0,4.0,Personal Auto,Oregon,753.22565,Two-Door Car
NU26460,17712.20524,College,F,0.0,84.0,0.0,Corporate Auto,Oregon,633.294203,Four-Door Car
PB21909,9775.816061,Bachelor,M,55632.0,123.0,0.0,Personal Auto,Oregon,478.609999,SUV
TA78865,20534.39224,High School or Below,M,0.0,93.0,0.0,Special Auto,Nevada,669.6,Four-Door Car
FP23103,5800.188903,Bachelor,M,0.0,78.0,0.0,Special Auto,Oregon,374.4,Two-Door Car
YK43172,3319.620511,Bachelor,M,69152.0,89.0,4.0,Personal Auto,Arizona,221.359492,Four-Door Car
YZ36062,6529.431827,Bachelor,M,13476.0,67.0,2.0,Corporate Auto,Oregon,433.588181,Four-Door Car
SJ29837,7602.663689,High School or Below,F,0.0,105.0,0.0,Personal Auto,Washington,914.538629,SUV
RC72799,2839.808041,College,F,33252.0,71.0,0.0,Personal Auto,Oregon,407.668083,Four-Door Car
AN67558,3288.209809,College,M,0.0,102.0,1.0,Personal Auto,Nevada,734.4,SUV
EQ62488,15031.5645,College,F,59456.0,189.0,0.0,Personal Auto,Oregon,907.2,Luxury
OA92714,5055.902381,Bachelor,F,88989.0,63.0,1.0,Personal Auto,California,232.745161,Four-Door Car
QS76805,8012.917253,High School or Below,M,0.0,107.0,0.0,Corporate Auto,Arizona,513.6,SUV
PQ46798,8300.70769,College,F,17034.0,113.0,0.0,Personal Auto,California,542.4,Luxury
IA56290,2516.103555,College,F,88435.0,62.0,0.0,Personal Auto,Arizona,136.263492,Four-Door Car
XU35186,2749.407985,High School or Below,F,71445.0,70.0,2.0,Personal Auto,California,336.0,Four-Door Car
DR84620,8071.334962,Bachelor,M,72149.0,101.0,0.0,Personal Auto,California,69.310166,SUV
QG27547,2867.312197,Bachelor,F,23376.0,78.0,0.0,Personal Auto,Oregon,374.4,Four-Door Car
NM95102,7285.030983,High School or Below,M,44788.0,61.0,0.0,Personal Auto,Oregon,386.031248,Four-Door Car
KZ26788,4118.588554,Bachelor,F,69379.0,103.0,0.0,Personal Auto,Washington,494.4,Two-Door Car
GW25077,5293.368089,Bachelor,F,38521.0,134.0,0.0,Personal Auto,Oregon,557.184015,SUV
ZU91897,13265.96256,High School or Below,M,34482.0,67.0,0.0,Personal Auto,California,83.830109,Four-Door Car
ZK38095,2369.439009,Bachelor,F,0.0,68.0,0.0,Personal Auto,California,487.345606,Four-Door Car
TY84623,9816.528302,College,M,37256.0,62.0,0.0,Corporate Auto,California,128.969729,Four-Door Car
IP69763,21914.40548,College,F,77311.0,181.0,0.0,Personal Auto,Washington,113.609508,SUV
NF90665,5143.88351,Bachelor,M,39268.0,66.0,1.0,Personal Auto,Oregon,188.870427,Four-Door Car
KG53186,3136.698216,College,M,59644.0,79.0,0.0,Corporate Auto,Nevada,379.2,Four-Door Car
KV57104,7713.819259,High School or Below,F,0.0,68.0,0.0,Personal Auto,Oregon,326.4,Four-Door Car
ZX93551,2867.312197,Bachelor,F,23376.0,78.0,0.0,Personal Auto,Arizona,374.4,Four-Door Car
TR18337,11516.40557,College,F,50854.0,73.0,0.0,Personal Auto,Nevada,101.489422,Four-Door Car
XV22744,15025.19126,Bachelor,F,35158.0,76.0,0.0,Personal Auto,Oregon,165.958605,Four-Door Car
KK27683,4013.849907,High School or Below,F,15413.0,106.0,0.0,Personal Auto,Nevada,508.8,SUV
HX11651,3288.825448,College,M,17860.0,99.0,2.0,Personal Auto,Oregon,656.122925,Two-Door Car
FD73388,13736.1325,Master,F,16181.0,181.0,0.0,Personal Auto,Arizona,1261.319869,SUV
KF70569,3890.87081,High School or Below,M,91182.0,96.0,0.0,Personal Auto,Nevada,249.140907,Four-Door Car
CC94413,5701.277221,Bachelor,F,41154.0,72.0,1.0,Personal Auto,Oregon,345.6,Four-Door Car
QO59138,2590.214327,High School or Below,M,18746.0,68.0,0.0,Personal Auto,Arizona,326.4,Four-Door Car
JW58698,3223.331519,College,F,70277.0,80.0,0.0,Personal Auto,Oregon,84.818806,Four-Door Car
GT57081,4912.025292,Bachelor,F,0.0,66.0,0.0,Personal Auto,Oregon,668.158687,Four-Door Car
GU82475,6532.010543,College,M,24919.0,84.0,1.0,Personal Auto,California,420.420755,Four-Door Car
BG60187,8012.124825,Bachelor,M,0.0,79.0,0.0,Personal Auto,Oregon,335.234102,Four-Door Car
TN73558,3731.504584,High School or Below,F,0.0,96.0,0.0,Personal Auto,Arizona,460.8,Four-Door Car
KK15032,2702.380487,High School or Below,F,46370.0,68.0,1.0,Personal Auto,Arizona,326.4,Two-Door Car
KA95160,23207.24981,Master,F,89918.0,115.0,0.0,Personal Auto,Arizona,423.116739,SUV
KD52867,3347.028677,High School or Below,F,37138.0,85.0,0.0,Personal Auto,Oregon,612.0,Two-Door Car
WY53775,8382.630118,High School or Below,M,19683.0,117.0,1.0,Personal Auto,Arizona,561.6,Luxury
HS94778,11793.12528,College,F,32214.0,100.0,0.0,Personal Auto,Oregon,296.560998,SUV
EJ96266,2965.71995,College,F,26472.0,74.0,0.0,Personal Auto,California,355.2,Four-Door Car
RK53289,5646.323845,Bachelor,F,39841.0,72.0,0.0,Personal Auto,California,440.128707,Two-Door Car
TX39594,2452.491364,High School or Below,F,51085.0,62.0,1.0,Personal Auto,Arizona,406.902001,Two-Door Car
JM93892,5953.213546,College,M,61006.0,74.0,0.0,Corporate Auto,Arizona,73.919629,Four-Door Car
PY51000,12883.81001,Bachelor,M,34148.0,109.0,0.0,Personal Auto,California,451.566751,Four-Door Car
HX74855,2471.528431,High School or Below,M,95697.0,61.0,0.0,Personal Auto,Washington,114.273025,Two-Door Car
VE64781,2927.07045,Bachelor,F,75685.0,73.0,0.0,Personal Auto,Arizona,369.918482,Four-Door Car
KY57676,8400.788878,High School or Below,M,20870.0,72.0,0.0,Personal Auto,California,345.6,Four-Door Car
JL42497,2729.126448,High School or Below,F,66900.0,68.0,0.0,Personal Auto,Nevada,326.4,Four-Door Car
WQ91717,7643.068919,College,F,0.0,106.0,1.0,Special Auto,Arizona,508.8,SUV
WO39817,2493.591571,High School or Below,M,37043.0,68.0,3.0,Personal Auto,Oregon,30.984936,Two-Door Car
HW20940,4170.572119,Bachelor,M,42837.0,106.0,0.0,Personal Auto,California,290.580543,SUV
KE60943,4908.207958,Bachelor,M,33305.0,62.0,0.0,Special Auto,California,353.77899,Four-Door Car
ZI48518,3891.583881,High School or Below,F,0.0,103.0,0.0,Personal Auto,Nevada,558.281543,Luxury
KI17749,2682.423898,High School or Below,F,24823.0,69.0,0.0,Personal Auto,Oregon,229.279059,Four-Door Car
DS50601,10003.24729,Bachelor,M,98192.0,84.0,1.0,Personal Auto,Nevada,403.2,Four-Door Car
PU78245,13094.60875,Bachelor,F,88249.0,108.0,0.0,Personal Auto,Arizona,244.803741,SUV
MP96373,5719.785738,Master,M,54585.0,71.0,1.0,Personal Auto,Washington,340.8,Two-Door Car
QK62680,9393.968332,Master,F,39770.0,117.0,0.0,Personal Auto,Oregon,561.6,Two-Door Car
HN63935,3433.82408,Master,M,85367.0,85.0,0.0,Personal Auto,Arizona,67.975243,Four-Door Car
ON30714,4932.878744,College,M,74809.0,61.0,0.0,Personal Auto,California,283.787384,Two-Door Car
FM61329,13610.10746,College,M,50144.0,114.0,0.0,Personal Auto,California,786.934186,SUV
NK91656,2913.323811,Master,M,20075.0,79.0,1.0,Personal Auto,Oregon,483.731784,Two-Door Car
MS94619,5111.304579,High School or Below,F,76448.0,63.0,0.0,Personal Auto,California,302.4,Four-Door Car
MO38507,4540.381153,High School or Below,M,59556.0,113.0,0.0,Personal Auto,California,681.505066,Luxury
PQ36549,5598.273622,Bachelor,M,14174.0,72.0,0.0,Personal Auto,Arizona,345.6,Four-Door Car
WG91434,9638.066778,High School or Below,M,35230.0,61.0,1.0,Personal Auto,Oregon,16.214764,Four-Door Car
WR43077,9801.287358,High School or Below,M,0.0,91.0,0.0,Corporate Auto,California,436.8,Four-Door Car
LR10110,5504.139033,Bachelor,F,0.0,73.0,0.0,Corporate Auto,Washington,350.4,Four-Door Car
XZ58588,8447.801005,High School or Below,M,0.0,114.0,0.0,Corporate Auto,Arizona,547.2,Four-Door Car
FX12602,19927.63513,High School or Below,M,51352.0,66.0,3.0,Personal Auto,Oregon,95.661376,Four-Door Car
BL55947,5815.261714,College,M,76675.0,72.0,0.0,Personal Auto,California,141.718568,Four-Door Car
LA60344,18690.34066,College,M,0.0,68.0,0.0,Personal Auto,Arizona,326.4,Four-Door Car
KQ44803,7224.235434,College,M,0.0,72.0,2.0,Personal Auto,Arizona,297.419028,Two-Door Car
QY81331,8595.982289,High School or Below,F,94242.0,71.0,1.0,Personal Auto,Arizona,41.229484,Four-Door Car
NP33989,12362.08766,Bachelor,F,0.0,113.0,0.0,Personal Auto,Oregon,217.92632,Four-Door Car
CP30637,4916.303715,High School or Below,F,71153.0,122.0,0.0,Corporate Auto,California,209.019238,Luxury
RW50070,8935.274872,High School or Below,M,63326.0,225.0,0.0,Personal Auto,Arizona,1080.0,Luxury
LO42325,5433.214031,Bachelor,F,29629.0,71.0,4.0,Special Auto,California,228.443418,Four-Door Car
YQ50209,4847.24253,High School or Below,M,0.0,69.0,0.0,Corporate Auto,Arizona,599.152722,Four-Door Car
JP35025,5714.165863,Master,F,23726.0,74.0,0.0,Corporate Auto,California,355.2,Four-Door Car
WZ13788,10097.68732,High School or Below,F,48999.0,86.0,3.0,Corporate Auto,Nevada,412.8,Four-Door Car
IS21172,4726.869327,Bachelor,F,13037.0,124.0,0.0,Personal Auto,Oregon,839.348464,SUV
CL10476,7079.790277,College,M,24245.0,63.0,0.0,Corporate Auto,Arizona,302.4,Two-Door Car
WO83615,5395.434909,Bachelor,M,44047.0,137.0,0.0,Corporate Auto,Nevada,969.232217,Luxury
ZJ77881,9452.996411,Bachelor,F,91942.0,117.0,0.0,Personal Auto,Oregon,561.6,Four-Door Car
GT37101,5284.312599,High School or Below,F,37640.0,67.0,0.0,Personal Auto,Oregon,174.046849,Two-Door Car
WE13528,20215.3918,High School or Below,F,77058.0,63.0,0.0,Personal Auto,California,119.331041,Four-Door Car
BT78503,2510.054168,High School or Below,M,0.0,73.0,0.0,Corporate Auto,Oregon,525.6,Four-Door Car
WM19967,19884.91592,College,F,63755.0,62.0,0.0,Personal Auto,California,291.860708,Two-Door Car
EW13798,4014.453113,Doctor,F,37384.0,99.0,0.0,Personal Auto,California,475.2,Four-Door Car
RO18530,2540.689797,Master,M,42557.0,65.0,0.0,Personal Auto,Washington,57.562324,Four-Door Car
AY18433,27382.81893,High School or Below,F,45473.0,76.0,0.0,Special Auto,Washington,188.938397,Two-Door Car
